Years,State,CO2_Emissions_commercial,CO2_Emissions_electricity,CO2_Emissions_industrial,CO2_Emissions_residential,CO2_Emissions_transportation,Year_x,Real GDP,Unit,State_Code_x,Year_y,Personal Income (millions),Population,Per capita income (dollars),State_Code_y,State_Code,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,ROPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WYTCB
2012,Kentucky,2.0,86.5,15.0,2.8,30.3,2012,176302.3,Millions of chained 2012 dollars,KY,2012,156827.6,4386381.0,35753.0,KY,KY,2193276.0,24.116999999999997,90942.0,5.8,4691.0,820.0,2712.0,22475.0,118611.0,1.1179999999999999,106122.0,0.0,18548.0,3198.0,62906.0,58215.0,93.0,2393341.0,1879922.0,0.0,31370.0,31370.0,1564.0,0.0
2013,Kentucky,2.4,86.1,14.3,3.4,30.0,2013,179390.0,Millions of chained 2012 dollars,KY,2013,158218.4,4404817.0,35919.0,KY,KY,1940060.0,24.086,80546.0,5.8,4913.0,861.0,2712.0,31249.0,106732.0,1.127,94664.0,0.0,13369.0,2305.0,77277.0,72364.0,184.0,2137438.0,1823592.0,0.0,36638.0,36638.0,1581.0,0.0
2014,Kentucky,2.5,86.4,14.0,3.7,30.8,2014,179989.2,Millions of chained 2012 dollars,KY,2014,165914.6,4414483.0,37584.0,KY,KY,1869335.0,24.13,77468.0,5.8,5015.0,882.0,2712.0,29895.0,105319.0,1.131,93090.0,0.0,15231.0,2626.0,78346.0,73331.0,188.0,2068231.0,1772796.0,0.0,39010.0,39010.0,1525.0,0.0
2015,Kentucky,2.6,76.7,14.0,3.2,31.7,2015,181323.1,Millions of chained 2012 dollars,KY,2015,173025.6,4425999.0,39093.0,KY,KY,1486019.0,24.189,61434.0,5.7170000000000005,4882.0,861.0,2712.0,31717.0,108080.0,1.127,95907.0,0.0,16362.0,2862.0,71954.0,67072.0,198.0,1682416.0,1729083.0,0.0,30971.0,30971.0,1475.0,0.0
2016,Kentucky,2.7,72.6,13.5,2.9,32.2,2016,182618.6,Millions of chained 2012 dollars,KY,2016,175920.5,4438229.0,39638.0,KY,KY,1041121.0,24.279,42881.0,5.722,4937.0,874.0,2712.0,32108.0,102591.0,1.119,91640.0,0.0,14849.0,2595.0,72268.0,67331.0,365.0,1230828.0,1703559.0,0.0,30631.0,30631.0,1514.0,0.0
2000,Louisiana,2.6,42.7,115.9,3.3,61.2,2000,206684.8,Millions of chained 2012 dollars,LA,2000,107072.5,4471885.0,23943.0,LA,LA,50408.0,13.628,3699.0,5.8,0.0,0.0,451.0,5430.0,1781087.0,1.224,1455014.0,164734.0,611465.0,105425.0,142328.0,142328.0,60.0,2750023.0,4537417.0,0.0,128952.0,128952.0,7436.0,0.0
2001,Louisiana,2.0,39.4,100.6,3.1,53.3,2001,209045.6,Millions of chained 2012 dollars,LA,2001,114459.0,4477875.0,25561.0,LA,LA,50817.0,13.679,3715.0,5.8,0.0,0.0,502.0,7566.0,1791678.0,1.193,1502086.0,181041.0,606738.0,104610.0,136086.0,136086.0,57.0,2766360.0,4005733.0,0.0,121760.0,121760.0,6201.0,0.0
2002,Louisiana,1.9,41.5,106.0,2.9,54.6,2002,213145.8,Millions of chained 2012 dollars,LA,2002,117698.5,4497267.0,26171.0,LA,LA,51958.0,13.662,3803.0,5.8,0.0,0.0,544.0,9069.0,1650962.0,1.212,1361751.0,180702.0,541262.0,93321.0,140938.0,140938.0,56.0,2565822.0,4140006.0,0.0,125892.0,125892.0,5377.0,0.0
2003,Louisiana,2.4,39.1,105.1,2.8,54.3,2003,221239.9,Millions of chained 2012 dollars,LA,2003,121132.0,4521042.0,26793.0,LA,LA,54642.0,13.565999999999999,4028.0,5.8,0.0,0.0,700.0,9031.0,1599277.0,1.1840000000000002,1350399.0,168069.0,522104.0,90018.0,148609.0,148609.0,60.0,2492702.0,3984517.0,0.0,129845.0,129845.0,8972.0,0.0
2004,Louisiana,2.2,41.0,115.0,2.5,53.3,2004,231601.7,Millions of chained 2012 dollars,LA,2004,126295.6,4552238.0,27744.0,LA,LA,51659.0,13.577,3805.0,5.8,0.0,0.0,778.0,11006.0,1609900.0,1.19,1353249.0,178110.0,482978.0,83272.0,185640.0,185640.0,65.0,2508287.0,4187227.0,0.0,168392.0,168392.0,5400.0,0.0
2005,Louisiana,2.1,42.9,107.2,2.5,50.8,2005,245523.1,Millions of chained 2012 dollars,LA,2005,135921.3,4576628.0,29699.0,LA,LA,61534.0,14.788,4161.0,5.8,0.0,0.0,902.0,8109.0,1514680.0,1.169,1296048.0,163598.0,436154.0,75199.0,151309.0,151309.0,65.0,2327276.0,4027364.0,0.0,136607.0,136607.0,5627.0,0.0
2006,Louisiana,1.5,37.8,121.4,2.1,54.8,2006,243332.4,Millions of chained 2012 dollars,LA,2006,143643.3,4302665.0,33385.0,LA,LA,57533.0,13.985,4114.0,5.8,0.0,0.0,996.0,7074.0,1571921.0,1.155,1361119.0,174634.0,426990.0,73619.0,149461.0,149461.0,67.0,2380540.0,4230829.0,0.0,134057.0,134057.0,7266.0,0.0
2007,Louisiana,2.7,38.1,129.0,2.2,50.5,2007,234620.4,Millions of chained 2012 dollars,LA,2007,157374.3,4375581.0,35966.0,LA,LA,42871.0,13.71,3127.0,5.8,0.0,0.0,1125.0,8171.0,1577182.0,1.155,1365333.0,179127.0,446472.0,76978.0,150009.0,150009.0,77.0,2395661.0,4285419.0,0.0,133281.0,133281.0,7356.0,0.0
2008,Louisiana,1.6,39.8,134.4,2.2,47.5,2008,235276.2,Millions of chained 2012 dollars,LA,2008,168070.0,4435586.0,37891.0,LA,LA,54763.0,14.25,3843.0,5.8,136.0,23.0,1279.0,10488.0,1562562.0,1.1340000000000001,1377969.0,160658.0,419607.0,72346.0,109415.0,109279.0,79.0,2307005.0,4227032.0,0.0,87317.0,87317.0,10116.0,0.0
2009,Louisiana,2.0,37.7,120.2,2.2,46.7,2009,238666.1,Millions of chained 2012 dollars,LA,2009,163751.6,4491648.0,36457.0,LA,LA,50481.0,13.804,3657.0,5.8,206.0,36.0,1520.0,12067.0,1731327.0,1.1179999999999999,1548607.0,175524.0,399168.0,68822.0,107145.0,106939.0,83.0,2463645.0,4035422.0,0.0,82246.0,82246.0,11024.0,0.0
2010,Louisiana,1.9,42.4,125.1,2.6,49.3,2010,247350.9,Millions of chained 2012 dollars,LA,2010,171098.2,4544532.0,37649.0,LA,LA,54346.0,13.776,3945.0,5.8,216.0,37.0,1708.0,10817.0,2419335.0,1.095,2210099.0,194818.0,390183.0,67273.0,113338.0,113122.0,113.0,3172021.0,4258967.0,0.0,89562.0,89562.0,10921.0,0.0
2011,Louisiana,1.9,46.2,124.5,2.3,49.3,2011,234062.7,Millions of chained 2012 dollars,LA,2011,177105.1,4575184.0,38710.0,LA,LA,52440.0,13.568,3865.0,5.8,211.0,37.0,1891.0,10144.0,3233225.0,1.067,3029206.0,173859.0,399956.0,68958.0,112056.0,111845.0,165.0,3971537.0,4259602.0,0.0,87996.0,87996.0,11649.0,0.0
2012,Louisiana,1.9,42.9,120.0,1.8,45.2,2012,233623.1,Millions of chained 2012 dollars,LA,2012,186589.4,4600814.0,40556.0,LA,LA,53041.0,13.357000000000001,3971.0,5.8,199.0,35.0,1842.0,6470.0,3052087.0,1.033,2955437.0,164092.0,409428.0,70591.0,109068.0,108869.0,319.0,3787716.0,4123205.0,0.0,88483.0,88483.0,11755.0,0.0
2013,Louisiana,1.8,40.8,113.3,2.2,45.5,2013,226615.9,Millions of chained 2012 dollars,LA,2013,189197.1,4624577.0,40911.0,LA,LA,38079.0,13.552,2810.0,5.8,208.0,36.0,1842.0,9966.0,2463608.0,1.044,2360201.0,177156.0,417240.0,71938.0,126191.0,125982.0,669.0,3222275.0,4056895.0,0.0,100137.0,100137.0,13368.0,0.0
2014,Louisiana,2.0,39.3,113.1,2.6,44.3,2014,233675.8,Millions of chained 2012 dollars,LA,2014,198233.9,4644204.0,42684.0,LA,LA,35541.0,13.644,2605.0,5.8,195.0,34.0,1842.0,10366.0,2068200.0,1.055,1960813.0,181059.0,402143.0,69335.0,149570.0,149375.0,1075.0,2836513.0,4087136.0,0.0,123306.0,123306.0,12786.0,0.0
2015,Louisiana,2.2,39.2,112.5,2.1,47.8,2015,232457.6,Millions of chained 2012 dollars,LA,2015,200748.5,4664851.0,43034.0,LA,LA,46879.0,13.633,3439.0,5.7170000000000005,0.0,0.0,1842.0,9310.0,1916410.0,1.062,1805197.0,160015.0,363658.0,63610.0,132249.0,132249.0,1520.0,2619212.0,4094109.0,0.0,106587.0,106587.0,12990.0,0.0
2016,Louisiana,2.2,36.1,121.7,1.8,47.3,2016,228252.5,Millions of chained 2012 dollars,LA,2016,199879.2,4678215.0,42726.0,LA,LA,38499.0,13.761,2798.0,5.722,0.0,0.0,1842.0,10183.0,1893803.0,1.061,1784396.0,179391.0,325124.0,56820.0,154745.0,154745.0,1851.0,2591562.0,4199207.0,6011.0,128499.0,122487.0,12371.0,0.0
2000,Maine,1.9,3.6,4.5,3.9,8.6,2000,48523.6,Millions of chained 2012 dollars,ME,2000,35226.3,1277072.0,27584.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36630.0,0.0,0.0,0.0,0.0,0.0,0.0,163025.0,163025.0,110.0,163025.0,490040.0,0.0,115443.0,115443.0,10836.0,0.0
2001,Maine,1.6,5.7,3.7,3.8,7.6,2001,49419.4,Millions of chained 2012 dollars,ME,2001,37137.5,1285692.0,28885.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27332.0,0.0,0.0,0.0,0.0,0.0,0.0,146146.0,146146.0,103.0,146146.0,444967.0,0.0,112530.0,112530.0,6175.0,0.0
2002,Maine,1.8,5.9,4.1,3.5,8.7,2002,50633.0,Millions of chained 2012 dollars,ME,2002,38414.1,1295960.0,29641.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,7.0,28157.0,0.0,0.0,0.0,0.0,0.0,0.0,140385.0,140385.0,96.0,140385.0,446209.0,0.0,106096.0,106096.0,6029.0,0.0
2003,Maine,2.3,4.8,2.5,4.7,9.3,2003,51728.5,Millions of chained 2012 dollars,ME,2003,40289.3,1306513.0,30837.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,9.0,32123.0,0.0,0.0,0.0,0.0,0.0,0.0,132344.0,132344.0,89.0,132344.0,450107.0,0.0,94676.0,94676.0,5447.0,0.0
2004,Maine,2.2,4.5,3.5,5.1,8.6,2004,53529.7,Millions of chained 2012 dollars,ME,2004,42373.9,1313688.0,32256.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34357.0,0.0,0.0,0.0,0.0,0.0,0.0,136769.0,136769.0,96.0,136769.0,461995.0,0.0,96464.0,96464.0,5842.0,0.0
2005,Maine,2.1,3.8,3.3,4.6,9.3,2005,53612.5,Millions of chained 2012 dollars,ME,2005,43448.5,1318787.0,32946.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,11.0,40905.0,0.0,0.0,0.0,0.0,0.0,0.0,159674.0,159674.0,97.0,159674.0,458727.0,0.0,113062.0,113062.0,5599.0,0.0
2006,Maine,1.8,2.7,3.4,4.0,9.3,2006,54270.2,Millions of chained 2012 dollars,ME,2006,45683.5,1323619.0,34514.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,13.0,42435.0,0.0,0.0,0.0,0.0,0.0,0.0,152339.0,152339.0,109.0,152339.0,450725.0,0.0,104082.0,104082.0,5700.0,0.0
2007,Maine,2.2,2.6,3.5,3.8,8.9,2007,54001.4,Millions of chained 2012 dollars,ME,2007,47356.7,1327040.0,35686.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36948.0,0.0,0.0,0.0,0.0,0.0,0.0,155620.0,155620.0,116.0,155620.0,450244.0,0.0,111513.0,111513.0,6049.0,979.0
2008,Maine,2.2,2.5,3.2,3.1,8.0,2008,53921.0,Millions of chained 2012 dollars,ME,2008,49300.6,1330509.0,37054.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,49.0,43923.0,0.0,0.0,0.0,0.0,0.0,0.0,182576.0,182576.0,127.0,182576.0,455297.0,0.0,131164.0,131164.0,6015.0,1297.0
2009,Maine,1.8,2.4,2.9,2.9,8.4,2009,53063.6,Millions of chained 2012 dollars,ME,2009,49267.6,1329590.0,37055.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,61.0,41106.0,0.0,0.0,0.0,0.0,0.0,0.0,148204.0,148204.0,127.0,148204.0,413083.0,0.0,97740.0,97740.0,6256.0,2915.0
2010,Maine,1.7,2.6,2.8,2.6,8.4,2010,53776.2,Millions of chained 2012 dollars,ME,2010,50330.5,1327632.0,37910.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,70.0,37174.0,0.0,0.0,0.0,0.0,0.0,0.0,158991.0,158991.0,139.0,158991.0,421949.0,0.0,110383.0,110383.0,6355.0,4870.0
2011,Maine,1.8,2.1,2.7,2.7,8.3,2011,53087.8,Millions of chained 2012 dollars,ME,2011,52424.4,1328150.0,39472.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,68.0,38660.0,0.0,0.0,0.0,0.0,0.0,0.0,161551.0,161551.0,141.0,161551.0,420743.0,0.0,110537.0,110537.0,5279.0,6866.0
2012,Maine,1.6,1.7,2.4,2.2,7.9,2012,52874.0,Millions of chained 2012 dollars,ME,2012,53490.0,1327691.0,40288.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,72.0,35519.0,0.0,0.0,0.0,0.0,0.0,0.0,157320.0,157320.0,194.0,157320.0,404426.0,0.0,107899.0,107899.0,5195.0,8440.0
2013,Maine,1.6,1.4,2.4,2.4,8.8,2013,52505.0,Millions of chained 2012 dollars,ME,2013,53346.4,1328196.0,40165.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,72.0,33970.0,0.0,0.0,0.0,0.0,0.0,0.0,161662.0,161662.0,265.0,161662.0,415649.0,0.0,113144.0,113144.0,4215.0,9996.0
2014,Maine,1.7,1.7,1.9,2.5,8.8,2014,53418.0,Millions of chained 2012 dollars,ME,2014,55650.0,1330760.0,41818.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,72.0,34457.0,0.0,0.0,0.0,0.0,0.0,0.0,157402.0,157402.0,271.0,157402.0,416968.0,0.0,108269.0,108269.0,3896.0,10436.0
2015,Maine,1.8,1.6,1.7,3.0,8.8,2015,53780.5,Millions of chained 2012 dollars,ME,2015,57947.7,1328484.0,43619.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,72.0,31317.0,0.0,0.0,0.0,0.0,0.0,0.0,161374.0,161374.0,323.0,161374.0,426202.0,0.0,113815.0,113815.0,3773.0,12075.0
2016,Maine,1.6,1.5,1.5,2.9,8.9,2016,54971.0,Millions of chained 2012 dollars,ME,2016,59697.1,1331370.0,44839.0,ME,ME,0.0,0.0,0.0,0.0,0.0,0.0,72.0,27693.0,0.0,0.0,0.0,0.0,0.0,0.0,142003.0,142003.0,418.0,142003.0,395490.0,0.0,94859.0,94859.0,3570.0,15391.0
2000,Maryland,4.7,31.1,5.4,7.2,28.5,2000,250982.0,Millions of chained 2012 dollars,MD,2000,189505.4,5311034.0,35681.0,MD,MD,110587.0,24.326,4546.0,0.0,0.0,0.0,118.0,17674.0,35.0,1.034,34.0,144204.0,0.0,0.0,53885.0,53885.0,44.0,308712.0,1442911.0,0.0,22177.0,22177.0,13872.0,0.0
2001,Maryland,4.8,30.4,6.2,6.5,28.7,2001,260775.5,Millions of chained 2012 dollars,MD,2001,199706.8,5374691.0,37157.0,MD,MD,111689.0,24.05,4644.0,0.0,0.0,0.0,132.0,12229.0,33.0,1.037,32.0,142612.0,0.0,0.0,33247.0,33247.0,42.0,287582.0,1433507.0,0.0,12909.0,12909.0,7935.0,0.0
2002,Maryland,4.8,30.8,5.9,6.7,28.3,2002,270884.7,Millions of chained 2012 dollars,MD,2002,207659.1,5440389.0,38170.0,MD,MD,125682.0,24.418000000000003,5147.0,0.0,0.0,0.0,144.0,16897.0,23.0,1.037,22.0,126641.0,0.0,0.0,38064.0,38064.0,40.0,290409.0,1518868.0,0.0,12932.0,12932.0,8050.0,0.0
2003,Maryland,5.3,31.7,5.6,7.4,29.3,2003,277950.2,Millions of chained 2012 dollars,MD,2003,217235.0,5496269.0,39524.0,MD,MD,124609.0,24.646,5056.0,0.0,0.0,0.0,187.0,26801.0,50.0,1.038,48.0,142685.0,0.0,0.0,54135.0,54135.0,38.0,321479.0,1568832.0,0.0,19021.0,19021.0,8089.0,0.0
2004,Maryland,5.2,30.9,5.7,7.1,31.0,2004,292115.3,Millions of chained 2012 dollars,MD,2004,232208.4,5546935.0,41862.0,MD,MD,129130.0,24.714000000000002,5225.0,0.0,0.0,0.0,203.0,25115.0,35.0,1.037,34.0,152043.0,0.0,0.0,53426.0,53426.0,63.0,334633.0,1551347.0,0.0,19494.0,19494.0,8550.0,0.0
2005,Maryland,5.0,32.2,5.8,7.2,31.9,2005,305993.3,Millions of chained 2012 dollars,MD,2005,245174.2,5592379.0,43841.0,MD,MD,126671.0,24.44,5183.0,0.0,0.0,0.0,233.0,17035.0,48.0,1.048,46.0,153443.0,0.0,0.0,43643.0,43643.0,68.0,323805.0,1579051.0,0.0,17740.0,17740.0,8568.0,0.0
2006,Maryland,4.6,29.4,5.5,5.9,31.8,2006,311680.2,Millions of chained 2012 dollars,MD,2006,258473.5,5627367.0,45932.0,MD,MD,122170.0,24.173000000000002,5054.0,0.0,0.0,0.0,270.0,20872.0,50.0,1.038,48.0,144320.0,0.0,0.0,45595.0,45595.0,74.0,312135.0,1470967.0,0.0,15452.0,15452.0,8926.0,0.0
2007,Maryland,4.7,30.2,5.0,6.5,31.2,2007,312093.4,Millions of chained 2012 dollars,MD,2007,269020.9,5653408.0,47586.0,MD,MD,53756.0,23.362,2301.0,0.0,0.0,0.0,327.0,16331.0,36.0,1.038,35.0,150551.0,0.0,0.0,40837.0,40837.0,80.0,245180.0,1505828.0,0.0,15521.0,15521.0,8578.0,0.0
2008,Maryland,4.7,27.9,4.8,6.3,30.1,2008,315858.9,Millions of chained 2012 dollars,MD,2008,280998.1,5684965.0,49428.0,MD,MD,65597.0,22.936,2860.0,0.0,0.0,0.0,390.0,19453.0,29.0,1.035,28.0,153422.0,0.0,0.0,44674.0,44674.0,103.0,263722.0,1466627.0,0.0,15944.0,15944.0,8785.0,0.0
2009,Maryland,4.8,24.3,3.9,6.5,31.0,2009,314862.8,Millions of chained 2012 dollars,MD,2009,279384.2,5730388.0,48755.0,MD,MD,53448.0,23.188000000000002,2305.0,0.0,0.0,0.0,486.0,18434.0,45.0,1.037,43.0,152180.0,0.0,0.0,48414.0,48414.0,136.0,254086.0,1455349.0,0.0,20802.0,20802.0,8555.0,0.0
2010,Maryland,4.6,24.9,3.8,6.5,29.3,2010,327234.5,Millions of chained 2012 dollars,MD,2010,289469.9,5788642.0,50007.0,MD,MD,58798.0,22.746,2585.0,0.0,0.0,0.0,548.0,16267.0,44.0,1.0270000000000001,43.0,146265.0,0.0,0.0,48629.0,48629.0,214.0,253736.0,1467051.0,0.0,22780.0,22780.0,8805.0,15.0
2011,Maryland,4.6,22.0,3.7,5.9,28.3,2011,334306.6,Millions of chained 2012 dollars,MD,2011,306179.6,5838991.0,52437.0,MD,MD,65871.0,22.428,2937.0,0.0,0.0,0.0,532.0,24748.0,35.0,1.0270000000000001,34.0,150655.0,0.0,0.0,57677.0,57677.0,556.0,274238.0,1411381.0,0.0,20192.0,20192.0,9019.0,2630.0
2012,Maryland,4.4,19.0,3.2,5.2,28.1,2012,334821.6,Millions of chained 2012 dollars,MD,2012,315230.9,5887072.0,53546.0,MD,MD,54088.0,23.688000000000002,2283.0,0.0,0.0,0.0,570.0,15764.0,46.0,1.037,44.0,142297.0,0.0,0.0,48847.0,48847.0,1432.0,245278.0,1368473.0,0.0,18403.0,18403.0,9619.0,3061.0
2013,Maryland,4.7,17.4,2.6,6.2,28.3,2013,334939.0,Millions of chained 2012 dollars,MD,2013,314266.5,5923704.0,53052.0,MD,MD,45290.0,23.524,1925.0,0.0,0.0,0.0,570.0,16477.0,33.0,1.045,32.0,149048.0,0.0,0.0,53519.0,53519.0,2224.0,247890.0,1393684.0,0.0,21069.0,21069.0,10110.0,3069.0
2014,Maryland,5.1,19.0,2.7,6.9,27.7,2014,338734.0,Millions of chained 2012 dollars,MD,2014,325835.8,5958165.0,54687.0,MD,MD,46194.0,23.355,1978.0,0.0,0.0,0.0,570.0,15364.0,21.0,1.053,20.0,150017.0,0.0,0.0,53166.0,53166.0,3449.0,249398.0,1398843.0,0.0,21352.0,21352.0,9354.0,3078.0
2015,Maryland,5.3,16.7,2.5,6.5,28.4,2015,345230.2,Millions of chained 2012 dollars,MD,2015,342074.3,5986717.0,57139.0,MD,MD,45587.0,23.72,1922.0,0.0,0.0,0.0,570.0,15127.0,40.0,1.055,38.0,153140.0,0.0,0.0,47613.0,47613.0,4375.0,246380.0,1395939.0,0.0,14425.0,14425.0,9067.0,4050.0
2016,Maryland,5.2,17.2,2.2,5.5,27.6,2016,356817.6,Millions of chained 2012 dollars,MD,2016,354450.6,6004692.0,59029.0,MD,MD,37859.0,23.430999999999997,1616.0,0.0,0.0,0.0,570.0,12853.0,36.0,1.051,34.0,154377.0,0.0,0.0,48271.0,48271.0,6834.0,240542.0,1355778.0,0.0,14222.0,14222.0,8927.0,4866.0
2000,Massachusetts,6.8,22.4,5.9,15.5,32.0,2000,359520.8,Millions of chained 2012 dollars,MA,2000,245253.2,6361104.0,38555.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,226.0,10866.0,0.0,0.0,0.0,57487.0,0.0,0.0,69462.0,69462.0,187.0,126950.0,1520958.0,0.0,24652.0,24652.0,33532.0,0.0
2001,Massachusetts,5.7,22.2,7.1,15.8,31.5,2001,362434.1,Millions of chained 2012 dollars,MA,2001,255085.1,6397634.0,39872.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,240.0,7259.0,0.0,0.0,0.0,53719.0,0.0,0.0,47998.0,47998.0,170.0,101717.0,1516969.0,0.0,19804.0,19804.0,20525.0,0.0
2002,Massachusetts,5.9,23.0,6.9,15.7,31.7,2002,364797.1,Millions of chained 2012 dollars,MA,2002,254408.8,6417206.0,39645.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,261.0,8902.0,0.0,0.0,0.0,60237.0,0.0,0.0,46722.0,46722.0,167.0,106960.0,1532886.0,0.0,18311.0,18311.0,19081.0,0.0
2003,Massachusetts,7.1,25.1,4.5,16.2,31.6,2003,373814.3,Millions of chained 2012 dollars,MA,2003,259978.8,6422565.0,40479.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,356.0,10886.0,0.0,0.0,0.0,51880.0,0.0,0.0,50339.0,50339.0,163.0,102219.0,1497920.0,0.0,19418.0,19418.0,19516.0,0.0
2004,Massachusetts,6.6,23.9,4.3,14.8,33.3,2004,383486.9,Millions of chained 2012 dollars,MA,2004,273462.5,6412281.0,42647.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,403.0,9999.0,0.0,0.0,0.0,61928.0,0.0,0.0,51072.0,51072.0,190.0,113000.0,1497446.0,0.0,19750.0,19750.0,20731.0,0.0
2005,Massachusetts,6.7,24.6,4.6,14.8,33.8,2005,390792.3,Millions of chained 2012 dollars,MA,2005,285642.5,6403290.0,44609.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,472.0,10418.0,0.0,0.0,0.0,57138.0,0.0,0.0,40797.0,40797.0,206.0,97935.0,1491182.0,0.0,9339.0,9339.0,20362.0,0.0
2006,Massachusetts,5.0,21.6,4.5,12.7,32.7,2006,397742.6,Millions of chained 2012 dollars,MA,2006,307519.3,6410084.0,47974.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,505.0,15004.0,0.0,0.0,0.0,60832.0,0.0,0.0,45556.0,45556.0,226.0,106389.0,1419728.0,0.0,9030.0,9030.0,20791.0,0.0
2007,Massachusetts,5.3,23.7,4.4,13.4,33.0,2007,407973.8,Millions of chained 2012 dollars,MA,2007,323111.3,6431559.0,50238.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,540.0,7882.0,0.0,0.0,0.0,53701.0,0.0,0.0,38239.0,38239.0,270.0,91941.0,1457967.0,0.0,9410.0,9410.0,20137.0,0.0
2008,Massachusetts,5.6,20.1,3.9,14.3,32.7,2008,412600.5,Millions of chained 2012 dollars,MA,2008,335841.4,6468967.0,51916.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,585.0,11389.0,0.0,0.0,0.0,61339.0,0.0,0.0,42737.0,42737.0,337.0,104076.0,1435846.0,0.0,9765.0,9765.0,20624.0,36.0
2009,Massachusetts,5.8,17.5,3.2,13.8,30.0,2009,408061.8,Millions of chained 2012 dollars,MA,2009,332020.6,6517613.0,50942.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,677.0,11723.0,0.0,0.0,0.0,56437.0,0.0,0.0,49334.0,49334.0,446.0,105771.0,1375551.0,0.0,16278.0,16278.0,20152.0,58.0
2010,Massachusetts,6.7,18.2,3.6,13.5,29.8,2010,424581.3,Millions of chained 2012 dollars,MA,2010,348423.3,6566431.0,53061.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,764.0,9720.0,0.0,0.0,0.0,61853.0,0.0,0.0,50641.0,50641.0,683.0,112494.0,1419173.0,0.0,18963.0,18963.0,20295.0,215.0
2011,Massachusetts,6.3,14.3,3.9,13.6,30.0,2011,434723.5,Millions of chained 2012 dollars,MA,2011,365742.7,6613149.0,55305.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,962.0,11161.0,0.0,0.0,0.0,53212.0,0.0,0.0,53107.0,53107.0,1063.0,106319.0,1400310.0,0.0,20501.0,20501.0,18823.0,596.0
2012,Massachusetts,5.2,12.1,3.4,11.7,29.3,2012,444329.8,Millions of chained 2012 dollars,MA,2012,382009.4,6663158.0,57332.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,859.0,8683.0,0.0,0.0,0.0,61402.0,0.0,0.0,49956.0,49956.0,2526.0,111358.0,1364040.0,0.0,18571.0,18571.0,18463.0,853.0
2013,Massachusetts,6.8,12.6,3.6,12.3,30.4,2013,444865.8,Millions of chained 2012 dollars,MA,2013,385191.9,6713944.0,57372.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,859.0,9460.0,0.0,0.0,0.0,45251.0,0.0,0.0,57006.0,57006.0,4694.0,102257.0,1428265.0,0.0,21302.0,21302.0,18736.0,1955.0
2014,Massachusetts,7.1,10.8,3.5,13.6,28.8,2014,453884.2,Millions of chained 2012 dollars,MA,2014,405505.9,6763652.0,59954.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,859.0,8579.0,0.0,0.0,0.0,60340.0,0.0,0.0,62195.0,62195.0,9150.0,122535.0,1433812.0,0.0,22237.0,22237.0,19231.0,2139.0
2015,Massachusetts,7.6,11.3,3.5,13.5,29.7,2015,471135.3,Millions of chained 2012 dollars,MA,2015,432102.3,6795891.0,63583.0,MA,MA,0.0,0.0,0.0,0.0,0.0,0.0,859.0,7709.0,0.0,0.0,0.0,52236.0,0.0,0.0,62750.0,62750.0,12535.0,114986.0,1449205.0,0.0,20876.0,20876.0,18772.0,2000.0
